customer_id,gender,age,has_partner,has_dependents,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,has_paperless_billing,has_online_security,has_tech_support,has_streaming_tv,num_support_tickets,avg_call_duration,churn
30731,Female,52,Yes,No,66,Month-to-month,Bank transfer,DSL,78.6,4366.75,No,No,No,No,5,24.0,0
30732,Male,40,Yes,No,2,Month-to-month,Bank transfer,Fiber optic,89.67,184.29,Yes,Yes,No,No,3,2.0,1
30733,Male,34,Yes,No,65,Month-to-month,Credit card,Fiber optic,24.79,1631.64,Yes,Yes,No,Yes,2,29.5,0
30734,Female,43,No,No,67,Month-to-month,Mailed check,No,41.54,2736.38,Yes,Yes,No,No,1,26.1,0
30735,Female,25,No,No,52,Month-to-month,Electronic check,DSL,111.4,5553.65,Yes,No,No,No,1,17.8,0
30736,Male,46,No,Yes,62,Month-to-month,Credit card,DSL,80.86,4875.37,No,Yes,No,Yes,4,4.2,0
30737,Male,43,No,No,23,Month-to-month,Mailed check,DSL,43.12,1019.25,Yes,Yes,Yes,No,2,7.2,0
30738,Female,27,No,No,26,Month-to-month,Mailed check,Fiber optic,88.45,1841.67,Yes,Yes,No,No,3,9.1,1
30739,Female,43,Yes,No,68,Month-to-month,Credit card,DSL,78.87,4849.82,Yes,No,No,No,1,8.0,1
30740,Female,79,Yes,No,55,Two year,Electronic check,Fiber optic,69.16,3831.61,Yes,No,No,Yes,1,15.4,0
30741,Male,51,No,No,6,Month-to-month,Mailed check,No,117.57,768.12,No,No,Yes,No,2,28.4,0
30742,Male,68,No,No,35,One year,Electronic check,Fiber optic,87.71,2669.73,No,No,No,Yes,1,13.9,0
30743,Female,58,No,No,22,Month-to-month,Electronic check,Fiber optic,56.29,1261.6,Yes,No,No,Yes,2,20.2,1
30744,Male,24,Yes,Yes,43,One year,Electronic check,No,99.61,4650.66,Yes,Yes,No,Yes,5,21.0,0
30745,Male,21,No,No,15,One year,Electronic check,Fiber optic,108.23,1587.49,No,Yes,Yes,No,1,26.3,0
30746,Male,75,No,Yes,60,Month-to-month,Mailed check,DSL,30.77,1496.96,Yes,No,Yes,Yes,3,2.0,1
30747,Female,70,Yes,No,12,Month-to-month,Credit card,DSL,38.46,452.15,No,No,No,No,1,12.7,1
30748,Male,67,No,No,49,Month-to-month,Bank transfer,Fiber optic,40.06,1803.11,Yes,No,No,No,3,23.8,1
30749,Female,62,Yes,No,42,One year,Bank transfer,DSL,88.5,4355.8,Yes,No,No,No,3,24.6,0
30750,Male,28,Yes,Yes,38,Month-to-month,Mailed check,Fiber optic,79.51,2567.71,No,No,No,Yes,3,27.9,1
30751,Female,46,No,No,45,Two year,Credit card,No,81.14,3873.99,Yes,No,No,Yes,3,21.4,0
30752,Female,73,Yes,No,35,Month-to-month,Credit card,Fiber optic,113.96,3274.99,No,No,No,No,3,8.1,1
30753,Male,53,Yes,Yes,30,Month-to-month,Credit card,Fiber optic,97.14,2851.45,Yes,Yes,Yes,No,4,15.7,0
30754,Male,42,No,No,30,One year,Credit card,DSL,31.05,951.61,No,Yes,Yes,Yes,0,1.9,0
30755,Female,38,No,No,6,Two year,Electronic check,No,53.45,294.78,Yes,No,No,No,3,19.8,1
30756,Female,78,Yes,No,67,Month-to-month,Bank transfer,No,62.41,4106.33,Yes,Yes,Yes,Yes,2,17.1,1
30757,Male,74,No,No,7,One year,Bank transfer,Fiber optic,58.39,353.72,No,Yes,Yes,No,0,20.3,0
30758,Female,53,Yes,No,52,Month-to-month,Mailed check,Fiber optic,86.27,4134.56,Yes,No,No,Yes,5,28.0,0
30759,Female,27,No,Yes,14,One year,Mailed check,Fiber optic,108.97,1599.48,No,No,Yes,Yes,3,20.9,0
30760,Male,54,No,No,15,One year,Electronic check,DSL,49.22,679.77,No,No,No,No,2,10.3,0
30761,Male,26,Yes,No,21,Two year,Electronic check,DSL,74.29,1809.54,No,No,No,No,1,6.8,0
30762,Male,41,Yes,No,35,Month-to-month,Credit card,DSL,98.52,3625.31,No,Yes,Yes,No,3,25.8,1
30763,Male,52,Yes,No,66,Month-to-month,Bank transfer,Fiber optic,60.45,3891.79,No,No,Yes,Yes,0,6.6,0
30764,Female,66,Yes,No,2,One year,Electronic check,DSL,35.15,57.33,Yes,No,Yes,Yes,0,5.7,0
30765,Male,52,No,No,35,Month-to-month,Electronic check,DSL,66.44,2324.98,No,No,Yes,No,1,7.0,0
30766,Male,65,Yes,No,20,One year,Bank transfer,DSL,23.63,522.65,Yes,No,No,Yes,1,15.8,1
30767,Male,53,Yes,No,10,Month-to-month,Mailed check,Fiber optic,114.12,1034.18,No,Yes,No,Yes,2,4.6,0
30768,Male,35,No,No,25,Month-to-month,Mailed check,Fiber optic,25.63,719.38,Yes,Yes,No,Yes,3,28.2,0
30769,Female,66,Yes,No,66,Two year,Electronic check,DSL,62.72,3728.56,Yes,No,No,Yes,2,29.0,0
30770,Female,56,No,Yes,25,Month-to-month,Electronic check,No,72.05,2034.51,Yes,No,No,Yes,3,29.2,0
30771,Male,49,Yes,No,54,Two year,Mailed check,Fiber optic,118.5,5337.45,No,Yes,No,No,3,2.1,1
30772,Male,41,No,Yes,33,Two year,Bank transfer,DSL,34.93,1321.53,Yes,No,Yes,Yes,3,28.4,0
30773,Male,40,No,No,36,One year,Electronic check,DSL,29.67,1067.77,Yes,No,Yes,No,3,29.9,0
30774,Male,79,No,No,14,Month-to-month,Electronic check,Fiber optic,18.89,242.94,Yes,No,No,Yes,4,28.3,1
30775,Female,49,Yes,Yes,65,Two year,Bank transfer,DSL,33.87,1994.7,Yes,No,Yes,No,3,20.5,0
30776,Female,54,Yes,No,54,One year,Bank transfer,DSL,39.14,2056.08,Yes,No,No,Yes,2,21.3,0
30777,Female,29,Yes,Yes,52,Month-to-month,Electronic check,Fiber optic,82.32,5135.14,Yes,No,Yes,Yes,0,4.5,0
30778,Female,66,Yes,No,3,Month-to-month,Bank transfer,Fiber optic,40.41,107.67,No,No,Yes,Yes,4,26.4,1
30779,Male,72,Yes,No,41,Month-to-month,Credit card,Fiber optic,20.09,692.96,Yes,Yes,No,Yes,5,2.7,1
30780,Female,30,No,Yes,6,Two year,Credit card,Fiber optic,102.32,634.8,No,Yes,No,No,4,10.2,1
30781,Female,40,No,No,25,Two year,Bank transfer,No,55.29,1375.92,Yes,Yes,No,Yes,1,29.7,0
30782,Male,42,No,No,13,Two year,Bank transfer,DSL,54.08,709.84,Yes,No,Yes,No,0,13.2,0
30783,Female,52,Yes,No,8,One year,Electronic check,DSL,48.85,416.9,Yes,No,No,No,2,4.8,0
30784,Female,58,No,No,21,Month-to-month,Bank transfer,No,117.49,2237.48,No,No,No,Yes,4,29.1,1
30785,Female,47,No,No,68,Month-to-month,Bank transfer,Fiber optic,35.35,2798.66,Yes,Yes,Yes,Yes,1,29.5,0
30786,Male,34,No,Yes,25,Month-to-month,Mailed check,Fiber optic,109.62,2669.98,Yes,Yes,Yes,No,0,6.4,1
30787,Male,66,No,No,68,Month-to-month,Mailed check,DSL,97.23,5630.7,No,Yes,No,Yes,1,26.1,1
30788,Male,79,No,No,45,Month-to-month,Bank transfer,DSL,25.8,1273.52,Yes,Yes,No,No,4,12.3,0
30789,Male,37,No,No,60,Two year,Credit card,DSL,118.65,7526.5,Yes,Yes,Yes,No,2,12.1,1
30790,Female,65,Yes,Yes,12,Two year,Electronic check,Fiber optic,45.68,507.76,No,Yes,No,No,0,8.6,1
30791,Female,42,No,No,32,Month-to-month,Electronic check,DSL,28.06,941.57,No,Yes,No,No,3,2.3,0
30792,Male,39,No,No,13,One year,Bank transfer,Fiber optic,102.59,1184.23,No,No,No,No,2,8.8,1
30793,Male,30,No,No,31,One year,Electronic check,Fiber optic,90.08,2730.87,No,Yes,No,No,6,2.6,0
30794,Male,76,No,No,20,Month-to-month,Bank transfer,DSL,80.96,1877.89,Yes,No,No,Yes,2,27.8,1
30795,Female,36,Yes,No,18,One year,Electronic check,DSL,33.91,520.91,No,No,No,Yes,2,20.2,0
30796,Female,66,No,No,60,Month-to-month,Mailed check,Fiber optic,66.81,3826.92,Yes,Yes,No,No,4,26.7,0
30797,Male,53,No,No,63,Two year,Bank transfer,DSL,97.62,6940.08,Yes,No,No,No,3,21.8,0
30798,Male,29,Yes,No,6,One year,Electronic check,DSL,48.97,349.0,Yes,Yes,No,No,1,4.8,1
30799,Male,78,No,No,32,One year,Electronic check,DSL,49.79,1563.92,No,Yes,Yes,No,2,28.3,0
30800,Male,58,Yes,No,43,Month-to-month,Electronic check,Fiber optic,18.32,789.97,No,No,Yes,Yes,2,27.1,0
30801,Male,36,Yes,No,2,Month-to-month,Mailed check,Fiber optic,35.77,73.61,Yes,No,No,No,3,11.1,1
30802,Male,29,No,Yes,60,Month-to-month,Bank transfer,DSL,107.29,7550.68,Yes,No,Yes,Yes,2,4.2,0
30803,Male,26,Yes,Yes,23,One year,Mailed check,Fiber optic,63.06,1658.19,Yes,No,No,No,1,21.4,1
30804,Male,24,No,No,31,Two year,Mailed check,No,118.39,3186.52,No,No,No,No,0,22.1,0
30805,Female,45,No,No,5,Month-to-month,Mailed check,Fiber optic,58.36,284.42,Yes,Yes,No,Yes,2,27.0,0
30806,Male,31,No,Yes,34,One year,Electronic check,DSL,90.95,3047.77,Yes,No,No,No,2,2.5,0
30807,Female,48,No,No,10,Month-to-month,Bank transfer,Fiber optic,46.76,521.67,No,No,Yes,No,1,5.1,1
30808,Male,69,No,No,2,Month-to-month,Electronic check,Fiber optic,55.11,114.76,No,Yes,No,No,1,18.3,1
30809,Female,36,No,No,11,One year,Credit card,No,37.45,437.36,No,No,Yes,No,0,19.0,0
30810,Male,75,Yes,No,50,One year,Mailed check,No,53.4,3202.08,No,Yes,No,Yes,4,2.0,0
30811,Male,64,Yes,No,31,Month-to-month,Mailed check,Fiber optic,73.82,1899.35,No,No,Yes,No,1,12.5,1
30812,Female,33,No,Yes,56,Month-to-month,Bank transfer,Fiber optic,119.16,5933.62,No,No,Yes,Yes,0,17.9,1
30813,Male,70,No,No,9,Month-to-month,Credit card,No,85.75,743.32,Yes,Yes,No,Yes,1,22.4,1
30814,Female,22,Yes,No,21,Month-to-month,Credit card,No,38.32,755.72,Yes,No,No,No,1,10.2,0
30815,Female,52,Yes,No,28,Two year,Mailed check,Fiber optic,22.59,511.49,No,No,Yes,No,2,15.0,0
30816,Female,29,No,No,62,One year,Electronic check,DSL,30.89,1602.45,Yes,No,No,Yes,3,24.6,0
30817,Male,42,No,Yes,7,Month-to-month,Credit card,DSL,75.38,565.85,No,Yes,No,Yes,3,28.7,0
30818,Female,69,No,No,16,Month-to-month,Electronic check,Fiber optic,96.05,1769.98,Yes,Yes,No,No,2,7.7,1
30819,Male,76,No,No,4,Two year,Credit card,Fiber optic,113.92,458.27,Yes,No,No,No,3,8.3,1
30820,Female,38,Yes,No,4,One year,Bank transfer,No,19.61,79.67,Yes,Yes,No,Yes,3,28.3,0
30821,Male,53,No,Yes,40,One year,Credit card,No,71.32,2573.33,Yes,No,Yes,Yes,3,12.5,0
30822,Female,70,No,No,17,Month-to-month,Credit card,DSL,66.03,1242.79,Yes,No,No,No,2,21.8,1
30823,Female,40,No,Yes,52,Two year,Electronic check,Fiber optic,84.92,4860.59,Yes,Yes,Yes,Yes,2,18.8,1
30824,Male,33,Yes,No,52,Month-to-month,Bank transfer,DSL,75.08,4042.16,No,Yes,Yes,Yes,1,9.3,1
30825,Male,74,Yes,No,36,One year,Electronic check,Fiber optic,88.08,2806.44,No,No,No,No,3,20.0,0
30826,Male,56,Yes,No,38,Two year,Electronic check,Fiber optic,85.12,2713.17,Yes,Yes,No,No,2,20.0,1
30827,Male,62,No,No,50,Month-to-month,Mailed check,DSL,29.94,1236.07,Yes,No,No,No,2,18.2,0
30828,Male,70,No,No,63,Month-to-month,Electronic check,DSL,99.57,6505.5,Yes,Yes,Yes,No,1,3.9,0
30829,Male,59,No,Yes,63,Month-to-month,Bank transfer,DSL,30.57,2176.31,Yes,Yes,Yes,No,0,29.9,0
30830,Male,75,No,No,62,Month-to-month,Credit card,DSL,89.25,6326.63,Yes,No,No,No,2,12.6,1
30831,Male,56,No,No,7,Month-to-month,Bank transfer,No,60.45,416.99,Yes,No,No,No,1,19.5,0
30832,Male,31,Yes,Yes,27,Two year,Electronic check,DSL,70.41,2117.24,Yes,No,No,No,2,26.7,0
30833,Female,48,No,Yes,14,Month-to-month,Credit card,DSL,110.14,1817.59,No,Yes,No,Yes,1,13.3,0
30834,Female,75,Yes,No,71,One year,Credit card,DSL,108.77,7028.16,Yes,No,No,No,2,23.4,1
30835,Female,22,Yes,No,5,Two year,Bank transfer,No,101.42,486.4,Yes,No,No,No,1,29.2,0
30836,Female,52,Yes,No,55,Two year,Bank transfer,DSL,70.04,4517.06,Yes,No,No,Yes,1,11.4,0
30837,Male,40,Yes,No,2,Month-to-month,Credit card,DSL,93.1,174.15,No,No,No,No,3,12.8,1
30838,Female,46,No,No,62,Month-to-month,Electronic check,Fiber optic,70.32,5081.61,No,Yes,No,Yes,3,27.3,1
30839,Female,60,Yes,No,21,Month-to-month,Credit card,DSL,106.7,2671.85,No,No,No,Yes,2,5.6,1
30840,Female,28,Yes,Yes,21,Month-to-month,Credit card,DSL,59.08,1320.98,No,No,No,No,2,1.8,0
30841,Male,35,No,No,10,One year,Credit card,Fiber optic,116.96,1317.85,Yes,No,No,Yes,1,27.4,1
30842,Male,64,No,No,58,Month-to-month,Electronic check,DSL,113.1,7214.59,Yes,No,No,Yes,4,24.8,1
30843,Female,29,No,No,39,Month-to-month,Credit card,No,93.64,3943.44,No,No,Yes,No,2,29.2,0
30844,Female,26,Yes,No,5,Month-to-month,Mailed check,Fiber optic,46.5,214.54,No,Yes,No,No,1,2.7,1
30845,Female,27,Yes,No,65,One year,Bank transfer,Fiber optic,31.43,1681.02,Yes,No,No,No,5,5.5,0
30846,Male,75,No,No,13,Month-to-month,Credit card,DSL,105.18,1281.5,Yes,Yes,No,No,6,4.1,1
30847,Female,61,No,No,53,Month-to-month,Electronic check,No,34.86,1970.95,No,No,No,No,4,20.8,0
30848,Female,34,Yes,No,45,Month-to-month,Mailed check,Fiber optic,105.13,3978.7,Yes,Yes,Yes,No,3,18.6,0
30849,Male,78,No,Yes,32,One year,Credit card,DSL,68.06,1752.72,Yes,No,No,No,0,11.4,0
30850,Female,55,Yes,No,36,One year,Credit card,DSL,59.47,1832.36,Yes,No,No,No,1,2.7,0
30851,Female,24,Yes,Yes,60,Month-to-month,Credit card,Fiber optic,110.13,7178.02,Yes,Yes,No,Yes,0,19.6,0
30852,Female,63,Yes,Yes,11,Two year,Electronic check,Fiber optic,79.59,1041.06,Yes,No,No,Yes,2,17.5,0
30853,Female,30,Yes,No,63,Month-to-month,Bank transfer,No,76.81,5774.06,Yes,No,Yes,No,0,4.3,0
30854,Female,57,No,No,21,Month-to-month,Electronic check,Fiber optic,74.99,1571.0,No,Yes,Yes,Yes,2,27.4,1
30855,Female,59,Yes,No,52,Month-to-month,Bank transfer,Fiber optic,55.86,3333.87,Yes,Yes,No,Yes,2,6.8,0
30856,Female,26,Yes,No,55,Month-to-month,Electronic check,DSL,98.14,5909.03,No,Yes,No,Yes,3,22.6,0
30857,Female,67,Yes,Yes,26,One year,Bank transfer,Fiber optic,43.79,1139.01,No,Yes,No,No,4,26.7,1
30858,Male,44,No,Yes,68,Month-to-month,Mailed check,No,113.77,7961.52,Yes,No,No,Yes,2,17.8,0
30859,Female,75,Yes,Yes,34,One year,Credit card,Fiber optic,109.19,3173.75,Yes,No,No,No,2,8.2,0
30860,Female,19,Yes,No,52,Month-to-month,Bank transfer,DSL,52.42,3203.04,No,No,No,Yes,3,10.0,1
30861,Female,22,Yes,Yes,52,Two year,Bank transfer,DSL,92.41,4520.71,Yes,No,No,No,1,26.7,1
30862,Male,46,No,Yes,29,One year,Mailed check,DSL,76.47,2169.86,Yes,No,No,No,2,9.6,0
30863,Female,54,No,No,38,One year,Bank transfer,Fiber optic,52.44,2129.55,Yes,No,No,Yes,2,22.6,0
30864,Male,55,No,Yes,42,One year,Mailed check,No,118.83,4659.27,Yes,No,No,No,3,29.7,0
30865,Female,36,No,Yes,21,Two year,Electronic check,DSL,20.57,389.51,No,Yes,Yes,No,3,30.0,0
30866,Male,25,Yes,No,42,Two year,Bank transfer,DSL,43.77,1934.71,No,Yes,No,Yes,3,16.5,1
30867,Male,65,No,No,13,Month-to-month,Credit card,Fiber optic,71.05,748.15,Yes,Yes,Yes,Yes,2,25.0,1
30868,Male,62,Yes,No,64,Month-to-month,Electronic check,No,71.24,4961.91,No,No,Yes,Yes,3,29.7,0
30869,Female,18,Yes,No,17,Month-to-month,Electronic check,Fiber optic,78.07,1334.63,Yes,Yes,No,No,1,11.9,1
30870,Female,39,No,No,9,Month-to-month,Bank transfer,DSL,94.67,888.07,No,Yes,No,Yes,2,8.3,0
30871,Male,69,No,Yes,41,Month-to-month,Credit card,DSL,81.59,3521.66,No,No,No,Yes,2,4.3,1
30872,Female,34,Yes,No,1,Month-to-month,Electronic check,Fiber optic,79.23,80.09,No,No,No,No,0,5.1,1
30873,Male,80,Yes,No,2,Two year,Credit card,No,23.46,48.47,Yes,No,No,Yes,3,25.8,0
30874,Female,24,Yes,No,60,Month-to-month,Credit card,DSL,56.41,3633.42,No,No,No,Yes,3,18.1,0
30875,Female,42,No,No,48,Two year,Electronic check,Fiber optic,41.67,2202.67,Yes,Yes,No,No,4,26.3,1
30876,Male,62,Yes,No,29,Month-to-month,Electronic check,Fiber optic,45.07,1425.94,Yes,No,No,Yes,0,23.9,0
30877,Male,21,No,No,10,One year,Bank transfer,Fiber optic,74.54,855.6,Yes,Yes,No,No,0,20.5,0
30878,Female,53,Yes,No,58,Month-to-month,Credit card,DSL,38.35,1947.99,No,No,Yes,No,2,18.7,0
30879,Male,23,Yes,No,60,One year,Bank transfer,No,47.98,2764.97,Yes,No,No,Yes,1,2.4,0
30880,Male,77,Yes,No,21,Month-to-month,Mailed check,Fiber optic,42.18,1044.44,Yes,No,No,No,4,26.3,1
30881,Female,48,Yes,No,28,Month-to-month,Electronic check,Fiber optic,114.75,3080.1,Yes,No,No,No,2,13.1,1
30882,Male,36,Yes,No,34,Two year,Mailed check,Fiber optic,114.36,3304.8,Yes,No,No,No,3,17.2,1
30883,Female,78,No,Yes,8,Month-to-month,Bank transfer,No,80.21,648.21,Yes,No,No,Yes,0,1.6,0
30884,Female,61,No,No,59,Month-to-month,Electronic check,Fiber optic,112.3,5590.74,No,No,Yes,Yes,2,28.1,0
30885,Male,71,No,Yes,72,Month-to-month,Mailed check,Fiber optic,98.15,6226.85,Yes,No,Yes,No,1,27.2,1
30886,Male,56,Yes,Yes,49,Two year,Electronic check,Fiber optic,78.17,4593.82,Yes,No,Yes,Yes,1,16.8,0
30887,Male,44,No,No,17,Month-to-month,Mailed check,Fiber optic,18.66,322.47,No,No,No,No,0,17.7,1
30888,Female,27,No,No,60,One year,Electronic check,DSL,96.8,5306.32,No,Yes,No,No,1,21.4,0
30889,Male,43,Yes,Yes,45,Month-to-month,Electronic check,No,89.65,4832.67,No,No,No,Yes,1,8.7,1
30890,Female,36,No,No,69,Month-to-month,Credit card,No,80.76,6612.39,No,No,No,No,1,7.4,1
30891,Male,56,Yes,No,32,Two year,Electronic check,DSL,95.56,2985.43,Yes,No,Yes,No,0,20.5,1
30892,Male,79,No,No,44,Month-to-month,Bank transfer,DSL,70.32,2797.55,No,No,Yes,Yes,3,4.0,1
30893,Female,20,Yes,Yes,65,One year,Electronic check,DSL,89.82,6628.57,Yes,Yes,Yes,No,1,14.2,0
30894,Male,62,No,No,8,Month-to-month,Electronic check,No,113.39,985.36,No,Yes,No,Yes,0,15.3,1
30895,Male,30,No,No,72,Month-to-month,Mailed check,Fiber optic,56.33,4359.04,No,Yes,No,No,1,12.1,0
30896,Female,67,Yes,No,43,Month-to-month,Electronic check,Fiber optic,90.23,4489.99,No,No,No,No,2,6.4,1
30897,Male,45,No,No,1,One year,Electronic check,No,66.52,71.56,No,Yes,Yes,No,3,11.3,1
30898,Male,79,No,No,51,One year,Credit card,Fiber optic,86.79,4043.5,Yes,No,Yes,Yes,2,10.8,0
30899,Female,75,No,Yes,24,One year,Electronic check,No,95.82,2478.01,Yes,Yes,No,Yes,3,15.5,0
30900,Male,37,No,No,24,Month-to-month,Electronic check,Fiber optic,22.64,501.15,No,Yes,Yes,No,1,20.6,0
30901,Male,45,No,No,17,Month-to-month,Credit card,Fiber optic,83.95,1575.14,Yes,Yes,No,No,1,29.1,1
30902,Female,25,No,Yes,5,Month-to-month,Electronic check,Fiber optic,41.13,215.5,Yes,Yes,Yes,No,2,5.2,0
30903,Male,78,No,No,20,One year,Bank transfer,Fiber optic,86.34,1434.91,No,Yes,No,No,1,26.3,1
30904,Male,80,Yes,No,21,Two year,Electronic check,No,65.77,1388.26,Yes,No,No,No,2,9.2,0
30905,Male,58,Yes,No,58,Month-to-month,Electronic check,Fiber optic,96.9,5267.93,No,Yes,Yes,Yes,1,18.1,0
30906,Female,56,Yes,Yes,31,Month-to-month,Bank transfer,Fiber optic,30.59,883.26,No,Yes,No,No,2,16.9,1
30907,Male,18,No,No,11,Month-to-month,Credit card,DSL,81.88,937.52,Yes,No,No,No,1,17.2,1
30908,Female,20,Yes,Yes,52,Two year,Electronic check,DSL,46.4,2241.32,Yes,Yes,Yes,Yes,4,22.0,0
30909,Male,30,Yes,No,15,Two year,Mailed check,Fiber optic,105.0,1749.44,Yes,No,No,No,2,12.1,1
30910,Male,45,Yes,No,7,Month-to-month,Electronic check,Fiber optic,112.7,653.46,No,No,No,No,1,10.3,1
30911,Male,79,Yes,No,28,Month-to-month,Electronic check,No,119.63,3564.54,Yes,No,Yes,Yes,3,25.7,1
30912,Male,74,Yes,No,51,Month-to-month,Credit card,Fiber optic,99.19,5684.34,Yes,No,Yes,Yes,2,7.4,1
30913,Male,80,No,No,58,One year,Electronic check,Fiber optic,94.88,5883.48,No,Yes,Yes,No,1,6.2,0
30914,Male,77,Yes,No,5,One year,Credit card,Fiber optic,39.98,199.68,Yes,No,No,Yes,3,1.5,1
30915,Male,66,No,No,5,Month-to-month,Electronic check,Fiber optic,52.27,308.43,Yes,No,No,No,3,7.1,1
30916,Male,42,No,Yes,8,Two year,Credit card,No,65.5,482.07,No,Yes,Yes,No,0,16.0,0
30917,Male,73,No,No,64,Month-to-month,Mailed check,Fiber optic,96.88,5007.79,No,Yes,No,Yes,1,16.6,1
30918,Female,50,Yes,No,10,Month-to-month,Credit card,DSL,111.33,1083.01,Yes,No,Yes,No,0,8.4,1
30919,Male,55,No,No,38,One year,Electronic check,Fiber optic,37.29,1152.33,Yes,Yes,No,Yes,0,3.1,1
30920,Female,70,No,No,8,Month-to-month,Bank transfer,DSL,112.08,1059.45,Yes,No,Yes,Yes,3,22.6,1
30921,Female,23,Yes,No,25,Two year,Bank transfer,DSL,88.95,1965.72,No,No,No,Yes,1,23.0,0
30922,Male,75,No,No,66,Month-to-month,Mailed check,DSL,80.3,5912.3,Yes,Yes,No,No,3,29.9,1
30923,Female,61,No,Yes,50,Month-to-month,Credit card,Fiber optic,38.38,2129.76,No,Yes,Yes,Yes,0,27.1,1
30924,Female,62,No,Yes,67,One year,Bank transfer,DSL,23.66,1406.24,Yes,Yes,No,Yes,2,27.9,0
30925,Female,49,Yes,No,49,Month-to-month,Credit card,DSL,75.98,3903.55,Yes,No,Yes,No,4,24.1,0
30926,Female,62,No,No,36,Month-to-month,Mailed check,DSL,84.45,2490.63,Yes,Yes,Yes,No,0,18.8,1
30927,Male,78,No,No,68,Two year,Bank transfer,DSL,39.5,2668.35,No,No,No,Yes,0,4.7,0
30928,Female,64,Yes,No,41,Month-to-month,Credit card,DSL,74.76,2470.09,Yes,No,Yes,Yes,1,19.0,0
30929,Male,38,No,No,62,Month-to-month,Electronic check,DSL,105.36,7632.74,Yes,No,No,No,2,2.6,0
30930,Female,33,Yes,No,10,Two year,Mailed check,DSL,103.18,1228.29,Yes,Yes,No,No,2,26.7,0
30931,Female,71,No,No,21,Month-to-month,Credit card,DSL,112.59,2101.74,No,No,No,No,2,15.0,0
30932,Female,38,Yes,Yes,36,Month-to-month,Mailed check,DSL,55.32,1758.99,Yes,Yes,No,Yes,1,21.2,0
30933,Male,28,Yes,No,12,One year,Electronic check,No,50.44,666.71,No,Yes,Yes,Yes,3,2.5,0
30934,Male,77,No,No,2,Month-to-month,Mailed check,Fiber optic,94.44,170.25,Yes,Yes,No,No,2,16.5,1
30935,Male,54,No,No,13,Two year,Credit card,Fiber optic,61.97,932.92,No,No,Yes,No,3,9.7,1
30936,Male,53,Yes,No,53,Month-to-month,Credit card,No,26.93,1469.5,No,No,No,No,1,9.3,0
30937,Female,52,Yes,No,32,One year,Credit card,DSL,46.85,1409.71,Yes,Yes,No,No,0,12.3,0
30938,Male,36,No,No,16,Month-to-month,Bank transfer,DSL,60.7,1100.44,No,No,No,No,3,1.0,0
30939,Female,37,No,No,32,Month-to-month,Mailed check,No,47.84,1526.84,Yes,Yes,No,Yes,0,14.5,0
30940,Male,74,No,No,32,One year,Electronic check,Fiber optic,51.88,1933.51,No,No,No,No,1,15.1,1
30941,Female,35,No,No,11,Month-to-month,Electronic check,No,47.97,618.01,Yes,Yes,No,Yes,1,26.0,1
30942,Female,64,No,Yes,10,One year,Electronic check,No,22.23,192.55,Yes,No,No,No,0,14.0,1
30943,Male,58,No,No,15,Month-to-month,Electronic check,DSL,82.98,996.92,Yes,No,No,No,2,11.5,1
30944,Female,66,Yes,No,17,One year,Credit card,No,78.92,1601.34,Yes,No,No,No,1,29.8,0
30945,Female,31,No,No,40,Month-to-month,Credit card,No,84.65,3936.07,Yes,Yes,No,Yes,2,17.6,1
30946,Female,32,Yes,No,18,One year,Bank transfer,Fiber optic,37.62,556.75,No,No,No,Yes,3,14.7,1
30947,Female,48,No,No,55,One year,Credit card,No,48.16,3001.66,Yes,No,No,Yes,5,15.4,0
30948,Female,18,Yes,No,25,Month-to-month,Credit card,DSL,81.2,1995.74,No,Yes,Yes,Yes,2,24.5,1
30949,Male,70,Yes,No,59,Month-to-month,Bank transfer,Fiber optic,79.16,4220.14,No,Yes,No,No,3,10.9,1
30950,Male,71,Yes,No,22,Month-to-month,Mailed check,DSL,69.65,1764.44,No,No,No,No,2,12.3,1
30951,Female,71,Yes,No,30,Month-to-month,Electronic check,DSL,53.74,1416.59,No,No,Yes,No,3,22.9,1
30952,Female,20,Yes,No,44,One year,Mailed check,Fiber optic,111.12,5764.07,Yes,Yes,No,Yes,1,3.1,1
30953,Male,33,No,No,32,Month-to-month,Electronic check,DSL,52.66,1486.69,Yes,No,No,Yes,2,26.1,0
30954,Male,40,Yes,No,51,Two year,Mailed check,Fiber optic,64.47,3437.48,Yes,No,Yes,Yes,0,13.5,0
30955,Male,74,No,No,46,Month-to-month,Credit card,Fiber optic,87.17,3565.67,No,No,No,Yes,1,17.9,1
30956,Female,28,No,No,21,Two year,Electronic check,Fiber optic,73.39,1569.34,Yes,No,No,No,0,23.0,1
30957,Female,29,No,No,32,Month-to-month,Electronic check,DSL,53.38,1833.86,No,No,Yes,No,3,8.7,0
30958,Male,27,No,No,39,Two year,Bank transfer,Fiber optic,62.44,2133.42,No,Yes,No,No,1,26.8,0
30959,Male,49,Yes,No,12,Month-to-month,Bank transfer,No,99.04,1198.41,No,No,Yes,No,2,29.4,1
30960,Male,33,Yes,No,47,Month-to-month,Electronic check,Fiber optic,46.37,2152.42,Yes,No,No,No,1,15.3,1
30961,Female,25,No,No,18,Two year,Electronic check,Fiber optic,32.51,484.77,Yes,No,No,Yes,0,28.2,0
30962,Female,55,No,No,21,Month-to-month,Credit card,Fiber optic,49.94,1182.27,No,Yes,No,Yes,2,1.0,1
